Property Listing Number,Listing Office,Agent Name,Price,Status,Address,City,Family Type,State,County,Bedrooms ,Bathrooms,SqFtTotFn,DOM, Tax  Amount ,Lot - Acres,Garage,Year Built,Total Stories,Surveyed,Seasonal,Rooms ,Flood Zone,Current Use,Basement Access Type,Basement
4149715,Coldwell Banker Redpath and Company,House Agent,"$234,500 ",OP,31 Wheatley St.,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,446",40,"5,452",0.67,Yes,1961,1,No,No,7,No,,Walkout,Yes
4150200,Real Home Services and Solutions,Agent41590 House,"$144,199 ",OP,74 WinonaCirOPe,Lebanon,Single Family,NH,NH-Grafton,3,3,"1,404",7,"5,286",0.25,Yes,1987,2,Unknown,Unknown,6,Unknown,,Walkout,Yes
4151208,Coldwell Banker Redpath and Company,House Agent,"$184,000 ",OP,12 Dulac St,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,040",11,"4,293",0.36,Yes,1978,1,No,No,6,No,,Walkout,Yes
4150833,Coldwell Banker Redpath and Company,House Agent,"$232,000 ",OP,27 RIO VISTA 304,Lebanon,Condo,NH,NH-Grafton,2,3,"1,850",291,"5,838",0,Yes,2008,2,Yes,No,6,No,,,No
4150828,Coldwell Banker Redpath and Company,House Agent,"$299,000 ",OP,11 EVERGREEN COURT,Lebanon,Single Family,NH,NH-Grafton,4,4,"2,400",287,"9,916",0.24,Yes,2008,2,Yes,No,6,Unknown,,,No
4150830,Coldwell Banker Redpath and Company,House Agent,"$315,000 ",OP,23 EVERGREEN COURT,Lebanon,Single Family,NH,NH-Grafton,3,4,"2,400",250,"8,381",0.2,Yes,2008,2,Yes,No,7,Unknown,,,No
4150831,Coldwell Banker Redpath and Company,House Agent,"$380,000 ",OP,24 EVERGREEN COURT,Lebanon,Single Family,NH,NH-Grafton,3,4,"2,400",216,"12,507",0.2,Yes,2007,2,Yes,No,7,Unknown,,Interior,Yes
4152551,Four Seasons Sotheby's Int'l Realty,Richard M Higgerson,"$173,000 ",OP,25 Williams Street,Lebanon,Single Family,NH,NH-Grafton,4,1,"1,166",144,"4,854",0.88,No,1960,1.5,Unknown,No,6,No,,Walkout,Yes
4152805,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$228,000 ",OP,10 Winter Street West,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,087",16,"4,551",0.18,No,1930,2,Unknown,No,6,No,,Interior,Yes
4155834,Fidelity Real Estate Inc.,Dennis Marquise,"$226,000 ",OP,9 Stone Hill Road,Lebanon,Single Family,NH,NH-Grafton,4,2,"2,184",190,"5,723",2,Yes,1972,2,Unknown,No,7,No,No,Walkout,Yes
4156230,Real Home Services and Solutions,Agent41590 House,"$126,699 ",OP,115 School St,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,320",16,"4,843",0.11,No,1860,2,Unknown,No,7,Unknown,No,Walkout,Yes
4157532,Coldwell Banker Redpath and Company,House Agent,"$200,000 ",OP,2 Jefferson Place,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,320",57,"5,326",0.31,No,1973,1,Unknown,No,6,No,,Walkout,Yes
4159180,Four Seasons Sotheby's Int'l Realty,Bruce MOPaughry,"$125,000 ",OP,1 Central Avenue,Lebanon,Single Family,NH,NH-Grafton,2,1,982,12,"3,711",0.1,No,1920,1.75,Unknown,No,6,No,No,Interior,Yes
4159115,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$165,000 ",OP,6 Garnet Street,Lebanon,Single Family,NH,NH-Grafton,2,2,864,158,"4,668",0.58,Yes,1976,1,Yes,No,5,No,,Walkout,Yes
4159255,Coldwell Banker Redpath and Company,House Agent,"$192,500 ",OP,23 Prospect St.,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,126",131,"4,191",0.11,No,1927,2,Unknown,No,6,No,,Interior,Yes
4160319,Coldwell Banker Homes Unlimited,Cedric Howard,"$54,000 ",OP,1 Blacksmith,Lebanon,Single Family,NH,NH-Grafton,3,2,970,15,"3,375",0.19,No,1850,1.75,Unknown,No,7,No,,Interior,Yes
4161753,Coldwell Banker Redpath and Company,House Agent,"$130,000 ",OP,204 Mechanic St.,Lebanon,Condo,NH,NH-Grafton,2,1,828,132, -   ,0,Yes,1978,1,Yes,No,4,No,,,No
4161744,Coldwell Banker Redpath and Company,House Agent,"$325,000 ",OP,5 Crafts Hill,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,848",155,"7,996",10.1,Yes,1989,2,No,No,6,No,,Walkout,Yes
4163182,Four Seasons Sotheby's Int'l Realty,Bruce MOPaughry,"$187,000 ",OP,337 Mount Support Road,Lebanon,Condo,NH,NH-Grafton,2,3,"1,317",0,1,4.82,Yes,2009,2,Yes,No,5,No,,,
4163798,RE/MAX Upper Valley,Gerry Stark,"$200,000 ",OP,60 Ice House Road,Lebanon,Single Family,NH,NH-Grafton,2,1,"1,008",3,"7,322",0.21,Yes,1970,1,Unknown,Yes,4,Unknown,No,,No
4165727,Coldwell Banker Redpath and Company,House Agent,"$235,000 ",OP,27 RIO VISTA 303,Lebanon,Condo,NH,NH-Grafton,2,3,"1,850",269,"4,010",0,Yes,2008,2,Yes,No,6,No,,,No
4165729,Coldwell Banker Redpath and Company,House Agent,"$245,000 ",OP,27 RIO VISTA 301,Lebanon,Condo,NH,NH-Grafton,2,3,"1,850",288,"5,838",0,Yes,2008,2,Yes,No,6,No,,,No
4164890,Coldwell Banker Redpath and Company,House Agent,"$259,000 ",OP,23 Gilson Rd,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,669",6,"6,581",0.76,Yes,1970,2,Yes,No,7,No,,Walkout,Yes
4165751,Four Seasons Sotheby's Int'l Realty,agent221216 house,"$210,000 ",OP,188 Poverty Lane,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,144",110,"5,893",2,Yes,1977,1,Yes,No,6,No,No,Walkout,Yes
4167044,Century 21 Energy Shield Realty/Lebanon,William Sahlman,"$260,000 ",OP,120 Prospect St. Extension,Lebanon,Single Family,NH,NH-Grafton,3,2,"2,236",37,"5,688",0.67,Yes,1969,2,Yes,No,11,No,,,No
4167192,Century 21 Energy Shield Realty/Lebanon,William Sahlman,"$830,000 ",OP,100 Alden Road,Lebanon,Single Family,NH,NH-Grafton,4,5,"3,947",1007,"19,609",75.6,Yes,2001,2,Yes,No,15,No,Yes,Walkout,Yes
4168365,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$239,000 ",OP,21 Apple Blossom Drive,Lebanon,Single Family,NH,NH-Grafton,2,2,"1,450",5,"6,398",0.18,Yes,2001,1,Unknown,No,6,No,No,,No
4169335,Four Seasons Sotheby's Int'l Realty,Bruce MOPaughry,"$250,000 ",OP,337 Mount Support Road,Lebanon,Single Family,NH,NH-Grafton,2,3,"1,317",0, -   ,4.82,Yes,2009,3,Yes,No,5,No,,,
4169717,Coldwell Banker Redpath and Company,House Agent,"$355,000 ",OP,31 WESTVIEW LANE,Lebanon,Single Family,NH,NH-Grafton,3,4,"2,975",40,"8,080",2.01,Yes,1980,2,Unknown,No,8,No,,Walk-up,Yes
4171047,"The OPerkin Agency, P.C.",Lisa M ONeil,"$175,000 ",OP,276 North Main Street,Lebanon,Single Family,NH,NH-Grafton,2,2,"1,440",666,"4,390",1.13,Yes,1968,2,Unknown,Unknown,6,Unknown,,,No
4172340,LindeMac Real Estate,Linde McNamara,"$403,750 ",OP,28 Oak Ridge Road,Lebanon,Single Family,NH,NH-Grafton,3,3,"2,521",392,"13,046",0.88,Yes,1980,2,Yes,No,9,No,,Interior,Yes
4173400,Vanessa Stone Real Estate,Vanessa Stone,"$170,000 ",OP,18 Peabody,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,159",244,"3,931",0.21,Yes,1957,1,Unknown,No,5,Unknown,No,Walkout,Yes
4173763,"C.G. Shepherd Realty, LLC",Sarah Luhmann,"$153,500 ",OP,37 Young Street,Lebanon,Single Family,NH,NH-Grafton,2,1,"1,560",26,"4,137",0.28,No,1940,1,Yes,No,5,No,,Interior,Yes
4174379,RE/MAX Upper Valley/Hanover,Agent22341 House,"$155,000 ",OP,9 child,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,336",325,"4,900",0.29,Yes,1960,1,Unknown,No,8,No,No,Walkout,Yes
4174700,Real Home Services and Solutions,Agent41590 House,"$66,399 ",OP,20 ChurchStreet,Lebanon,Condo,NH,NH-Grafton,2,1,"1,478",79,"1,144",0,No,1994,2,Unknown,Unknown,5,Unknown,,Walkout,Yes
4175333,RE/MAX Upper Valley,Gerry Stark,"$174,900 ",OP,1 Indian Ridge Drive,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,534",61,"4,796",0.53,Yes,1960,1,Unknown,No,6,No,No,Walkout,Yes
4175040,Four Seasons Sotheby's Int'l Realty,Richard M Higgerson,"$225,000 ",OP,12 Whitcomb Avenue,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,215",220,"5,012",0.32,Yes,1950,1.5,No,No,7,No,,,Yes
4175650,Four Seasons Sotheby's Int'l Realty,Bruce MOPaughry,"$187,000 ",OP,337 Mount Support Road,Lebanon,Condo,NH,NH-Grafton,2,3,"1,317",0, -   ,4.82,No,2009,2,Yes,No,5,No,No,,
4176532,Vanessa Stone Real Estate,Frederick Lane,"$100,000 ",OP,215&217 North Main Street,Lebanon,Single Family,NH,NH-Grafton,1,1,668,36,"3,879",1.07,No,1966,1,Unknown,No,4,No,,,No
4176275,RE/MAX Upper Valley,Gerry Stark,"$138,500 ",OP,14 Pine,Lebanon,Single Family,NH,NH-Grafton,2,1,712,17,"2,507",0.16,No,1900,1.5,No,No,5,No,No,Interior,Yes
4177172,Four Seasons Sotheby's Int'l Realty,Dick DuMez,"$155,000 ",OP,4 Estabrook CirOPe,Lebanon,Single Family,NH,NH-Grafton,3,1,816,327,"3,883",0.29,Yes,1950,1,Unknown,No,7,No,,,No
4177269,Coldwell Banker Redpath and Company,House Agent,"$239,000 ",OP,19 Pinewood Village,Lebanon,Condo,NH,NH-Grafton,3,3,"1,943",6,"6,776",0,Yes,1977,2,Yes,No,6,No,,Interior,Yes
4178495,Four Seasons Sotheby's Int'l Realty,Richard M Higgerson,"$417,000 ",OP,225 Slayton Hill Road,Lebanon,Single Family,NH,NH-Grafton,3,4,"2,732",219,"9,978",5.18,Yes,1999,2,Yes,No,8,No,,Interior,Yes
4179817,Roger J. Roberts Real Estate,Linda Roberts-Kane,"$87,500 ",OP,209 North Main St.,Lebanon,Single Family,NH,NH-Grafton,1,1,646,50,"3,717",1.08,Yes,1956,1,Unknown,No,5,Unknown,,Walk-up,Yes
4179257,Coldwell Banker Redpath and Company,House Agent,"$240,000 ",OP,14 Prospect St.,Lebanon,Single Family,NH,NH-Grafton,4,4,"2,283",77,"6,336",0.35,Yes,1900,3,Unknown,No,10,No,,Interior,Yes
4179877,RE/MAX Upper Valley/Hanover,Agent22341 House,"$335,000 ",OP,158 Slayton Hill Rd,Lebanon,Single Family,NH,NH-Grafton,3,4,"2,776",137,"8,623",7,Yes,2003,1,Unknown,No,7,No,,Walkout,Yes
4182185,Four Seasons Sotheby's Int'l Realty,Richard M Higgerson,"$186,000 ",OP,241 Poverty Lane,Lebanon,Condo,NH,NH-Grafton,2,2,"1,001",217,"4,867",3.2,No,1900,2,Unknown,No,5,No,No,Interior,Yes
4182725,Four Seasons Sotheby`s Int`l Realty,House,"$310,000 ",OP,4 Wyeth Farm CirOPe,Lebanon,Single Family,NH,NH-Grafton,3,3,"3,000",210,"7,784",0.78,Yes,1983,2,Yes,No,7,No,,Walkout,Yes
4183094,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$171,875 ",OP,16 Farman Avenue,Lebanon,Single Family,NH,NH-Grafton,4,2,"2,000",70,"4,990",0.25,Yes,1959,2,Unknown,No,8,Unknown,Unknown,Walkout,Yes
4183611,Coldwell Banker Redpath and Company,House Agent,"$240,000 ",OP,40 HIGHLAND AVENUE,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,810",131,"5,468",1.82,Yes,1957,1.75,No,No,8,No,,Walk-up,Yes
4183515,Vanessa Stone Real Estate,Vanessa Stone,"$246,000 ",OP,60 Mountain View Drive,Lebanon,Single Family,NH,NH-Grafton,3,3,"1,872",8,"6,056",0,Yes,2011,2,Yes,No,6,Unknown,No,Walkout,Yes
4184986,Coldwell Banker Redpath and Company,House Agent,"$209,000 ",OP,159 N. Main St,Lebanon,Single Family,NH,NH-Grafton,4,2,"1,547",18,"5,202",0.34,Yes,1938,2,Unknown,No,6,No,,Interior,Yes
4185672,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$165,000 ",OP,29 Highland Avenue,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,286",7,"4,173",0.21,Yes,1920,1.5,Unknown,No,6,No,No,Interior,Yes
4186684,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$174,000 ",OP,18 Cottage CirOPe,Lebanon,Single Family,NH,NH-Grafton,2,1,"1,872",92,"5,482",0.4,No,1990,2,Yes,No,4,No,,Walk-up,Yes
4185865,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$195,000 ",OP,13 Guyer,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,528",45,"4,756",0.12,No,1911,2,Yes,No,7,No,,Walk-up,Yes
4185842,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$128,000 ",OP,34 Pleasant Street,Lebanon,Condo,NH,NH-Grafton,2,2,"2,708",81,"2,279",0,Yes,1977,2,Yes,No,4,No,No,Walkout,Yes
4186496,Coldwell Banker Redpath and Company,House Agent,"$267,000 ",OP,337 Mt. Support Rd,Lebanon,Condo,NH,NH-Grafton,2,3,"1,386",6,"6,062",0,Yes,2010,2,Yes,No,4,No,,Interior,Yes
4187438,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$165,000 ",OP,287 Mascoma Street Extension,Lebanon,Condo,NH,NH-Grafton,2,2,"1,015",164,"4,710",2.3,No,2007,1,Yes,No,4,No,No,Interior,Yes
4187394,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$259,000 ",OP,3 Hathorn Ave,Lebanon,Single Family,NH,NH-Grafton,4,3,"2,296",137,"6,118",0.59,Yes,1959,2,Yes,No,11,No,,Walk-up,Yes
4188464,RE/MAX Upper Valley,Deb M Roberts,"$153,495 ",OP,3 Winter Street West,Lebanon,Single Family,NH,NH-Grafton,3,1,960,40,"4,229",0.23,No,1960,1,Unknown,No,6,No,No,Walkout,Yes
4190408,Century 21 Energy Shield Realty/Lebanon,William Sahlman,"$100,100 ",OP,3 Colby Avenue,Lebanon,Single Family,NH,NH-Grafton,2,1,"1,647",29,"4,458",0.39,Yes,1947,1,Unknown,No,6,Unknown,No,Interior,Yes
4190561,Coldwell Banker Redpath and Company,House Agent,"$180,000 ",OP,420 N. Main St,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,770",79,"4,957",0.46,Yes,1955,1,No,No,6,No,,Interior,Yes
4190871,Cantlin Associates REALTORS,house 2264,"$155,000 ",OP,60 Westboro Woods Lane,Lebanon,Single Family,NH,NH-Grafton,2,2,"1,076",30,"3,911",0,No,2007,2,Yes,No,4,No,No,Walkout,Yes
4191099,Coldwell Banker Redpath and Company,House Agent,"$231,000 ",OP,11 Pearl St.,Lebanon,Single Family,NH,NH-Grafton,4,2,"1,579",19,"5,002",0.34,Yes,1930,2,Unknown,No,7,No,,Interior,Yes
4191388,Cantlin Associates REALTORS,house 2264,"$155,000 ",OP,60 Westboro Woods Lane,Lebanon,Condo,NH,NH-Grafton,2,2,"1,076",26,"3,911",0,No,2007,2,Yes,No,4,No,No,Walkout,Yes
4193137,LindeMac Real Estate,Linde McNamara,"$238,500 ",OP,28 Fountain Way,Lebanon,Condo,NH,NH-Grafton,2,2,"1,444",162,"6,560",0.18,Yes,2000,1,Yes,No,6,No,,,No
4195351,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$295,000 ",OP,65 Elm Street,Lebanon,Single Family,NH,NH-Grafton,3,3,"1,420",27,"5,516",0.27,Yes,1860,2,Yes,No,8,No,,Interior,Yes
4195567,Coldwell Banker Homes Unlimited,Justin Ranney,"$88,000 ",OP,3 Rita St.,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,220",5,"5,453",0.34,Yes,1995,1,Unknown,No,5,Unknown,,Walkout,Yes
4196423,Four Seasons Sotheby's Int'l Realty,Bruce MOPaughry,"$198,000 ",OP,266 Poverty Lane,Lebanon,Single Family,NH,NH-Grafton,3,3,"1,412",42,"5,367",0,Yes,1988,2,No,No,6,No,No,Walkout,Yes
4196366,Bean Group / Vermont,Linda White,"$57,000 ",OP,11 Johnson Ave,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,138",20,"3,050",0.32,Yes,1940,1,Yes,No,5,No,,,No
4197449,Four Seasons Sotheby's Int'l Realty,Richard M Higgerson,"$182,500 ",OP,1 Tenley Drive,Lebanon,Single Family,NH,NH-Grafton,3,2,"2,164",287,"5,324",0.28,Yes,1970,2,No,No,8,No,,Interior,Yes
4199411,Coldwell Banker Redpath and Company,House Agent,"$191,000 ",OP,165 Bank St. Ext,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,196",221,"6,023",0.23,Yes,2008,1,Yes,No,6,No,,Interior,Yes
4199210,Coldwell Banker Redpath and Company,House Agent,"$350,000 ",OP,28 Evergreen Court,Lebanon,Single Family,NH,NH-Grafton,4,5,"4,665",66,"11,123",0.16,No,2007,2,Unknown,No,7,No,,Interior,Yes
4199775,Coldwell Banker Redpath and Co./Quechee,agent22051 house,"$160,000 ",OP,13 Jones Ave.,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,008",113,"4,933",0.24,Yes,1950,1,No,No,5,No,No,Walkout,Yes
4200791,Century 21 Energy Shield Realty/Lebanon,William Sahlman,"$120,000 ",OP,35-7A Seminary HIll,Lebanon,Condo,NH,NH-Grafton,2,1,852,155, -   ,0,No,1971,2.5,Yes,No,5,No,,Walk-up,Yes
4200993,www.EntryOnly.com,Jason Saphire,"$235,000 ",OP,22 Birch Terrace,Lebanon,Single Family,NH,NH-Grafton,3,3,"2,800",27,"5,886",0.23,Yes,2003,2,Yes,No,7,No,,Walkout,Yes
4201443,Century 21 Energy Shield Realty/Lebanon,Darryl Salls,"$42,500 ",OP,86 NH Route 4A #15L,Lebanon,Single Family,NH,NH-Grafton,2,2,840,166,971,0,No,2005,1,Unknown,No,5,Unknown,No,,No
4205513,Coldwell Banker Redpath and Company,House Agent,"$176,000 ",OP,7 Powers St,Lebanon,Single Family,NH,NH-Grafton,2,2,"1,748",23,"2,237",0.54,Yes,1956,1,Yes,No,5,No,,Interior,Yes
4205733,Century 21 Highview Realty,Ann Jacques,"$210,000 ",OP,185 Poverty Lane,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,977",153,"8,916",7.1,Yes,1983,1.5,Unknown,No,8,Unknown,No,Walkout,Yes
4205901,Coldwell Banker Redpath and Company,House Agent,"$154,000 ",OP,9 JONES AVENUE,Lebanon,Single Family,NH,NH-Grafton,2,1,816,10,"2,862",0.33,Yes,1956,1,Unknown,No,4,No,,Walkout,Yes
4205978,RE/MAX Group One Realtors,Cheryl Herrmann,"$49,999 ",OP,59 Spencer,Lebanon,Single Family,NH,NH-Grafton,2,1,"1,232",252,"1,639",0.16,No,1900,1.5,Unknown,No,7,Yes,,Interior,Yes
4206683,Four Seasons Sotheby`s Int`l Realty,house 22125,"$187,000 ",OP,337 Mount Support Road,Lebanon,Condo,NH,NH-Grafton,2,3,"1,317",0, -   ,4.82,No,2009,2,Yes,No,5,No,No,,
4206597,Coldwell Banker Redpath and Company,House Agent,"$244,000 ",OP,17 GREEN STREET WEST,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,989",28,"5,301",0.18,No,1965,2,No,No,8,No,,Walkout,Yes
4207514,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$151,000 ",OP,7 Prospect Street W,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,026",112,"3,990",0.21,No,1950,1,Yes,Yes,5,No,,Walk-up,Yes
4208534,Coldwell Banker Redpath and Company,House Agent,"$207,500 ",OP,49 Slayton Hill Rd,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,286",18,"4,660",0.43,No,1961,2,No,No,6,No,,Walkout,Yes
4208611,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$292,000 ",OP,141 Prospect Street Extension,Lebanon,Single Family,NH,NH-Grafton,3,3,"2,422",86,"6,632",0.79,Yes,1986,1,Unknown,No,10,No,No,Interior,Yes
4208897,Coldwell Banker Redpath and Company,House Agent,"$159,000 ",OP,40 Wolf Rd #45,Lebanon,Condo,NH,NH-Grafton,3,2,"1,199",22,"4,190",5.3,Yes,1988,2,Unknown,No,5,No,,,No
4209660,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$179,000 ",OP,287 Mascoma Street Extension,Lebanon,Condo,NH,NH-Grafton,2,2,"1,015",5,"4,171",2.3,No,2007,1,Yes,No,4,No,,Interior,Yes
4209895,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$281,000 ",OP,25 Stone Hill Road,Lebanon,Single Family,NH,NH-Grafton,4,3,"2,448",47,"6,441",2.1,Yes,1975,2,Unknown,No,8,Unknown,,Walkout,Yes
4210711,RE/MAX Group One Realtors,Cheryl Herrmann,"$230,000 ",OP,365 North Main Street,Lebanon,Condo,NH,NH-Grafton,3,3,"1,889",446,"7,974",0,Yes,2003,2,Yes,No,6,No,,,No
4210541,Coldwell Banker Redpath and Company,House Agent,"$285,000 ",OP,200 SLAYTON HILL ROAD,Lebanon,Single Family,NH,NH-Grafton,3,3,"1,976",110,"8,130",7.26,Yes,1985,2,Unknown,No,7,No,,Walkout,Yes
4210673,Vanessa Stone Real Estate,Sam Vidal,"$135,000 ",OP,55 Townsend Terrace,Lebanon,Single Family,NH,NH-Grafton,2,1,950,11,"2,757",0.86,Yes,1945,1.75,Unknown,No,7,No,,Walk-up,Yes
4210706,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$179,000 ",OP,287 Mascoma Street Extension,Lebanon,Condo,NH,NH-Grafton,2,2,"1,015",114,"4,171",2.3,No,2007,1,Yes,No,4,No,,Interior,Yes
4211119,Vanessa Stone Real Estate,Susan Cole,"$220,000 ",OP,186 Slayton Hill Road,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,684",90,"7,003",4.48,Yes,1986,1,Unknown,No,7,No,No,Interior,Yes
4212154,Coldwell Banker Redpath and Company,House Agent,"$161,200 ",OP,2 Downes Ave,Lebanon,Single Family,NH,NH-Grafton,3,1,912,147,283,0.38,No,1961,1,Unknown,No,5,No,,Walkout,Yes
4212599,Century 21 Highview Realty,Susan Latham,"$45,000 ",OP,156 Dartmouth College Highway,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,232",36,"2,204",7.62,No,1950,1,Unknown,No,5,Unknown,,Walk-up,Yes
4212392,RE/MAX Upper Valley,Deb M Roberts,"$47,000 ",OP,32 T. Andrew,Lebanon,Single Family,NH,NH-Grafton,3,2,882,87,"1,316",0,Yes,1995,1,Unknown,No,5,No,No,,No
4213644,Coldwell Banker Redpath and Company,House Agent,"$587,500 ",OP,2 Dunsinane Dr.,Lebanon,Single Family,NH,NH-Grafton,4,5,"4,768",28,"13,314",3,Yes,2000,2,Unknown,No,15,No,,Walk-up,Yes
4213377,Coldwell Banker Redpath and Company,House Agent,"$100,000 ",OP,29 Pleasant St. #60,Lebanon,Condo,NH,NH-Grafton,2,2,"1,905",44,"3,855",0,Yes,1977,2,Unknown,No,7,No,,Interior,Yes
4214269,Coldwell Banker Redpath and Company,House Agent,"$233,000 ",OP,411 Meriden Rd,Lebanon,Single Family,NH,NH-Grafton,4,2,"1,638",15, -   ,0.74,Yes,1939,2,No,No,7,No,,Interior,Yes
4214133,RE/MAX Upper Valley,Deb M Roberts,"$288,000 ",OP,14 WINONA CIROPE,Lebanon,Single Family,NH,NH-Grafton,3,3,"1,664",6,"6,602",0.26,Yes,1988,2,Yes,No,6,No,No,Walk-up,Yes
4214991,Coldwell Banker Redpath and Company,House Agent,"$159,000 ",OP,15 Riverdale Parkway,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,302",695,"4,857",0.37,Yes,1920,2,No,No,7,No,,Interior,Yes
4214198,Coldwell Banker Redpath and Company,House Agent,"$250,000 ",OP,35 Wolf Rd,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,774",30,"5,142",0.29,Yes,1987,2,No,No,6,No,,Interior,Yes
4214764,Vanessa Stone Real Estate,Susan Cole,"$165,000 ",OP,84 Young Street,Lebanon,Single Family,NH,NH-Grafton,2,1,986,5,"5,011",0.38,Yes,1958,1,Yes,No,4,No,,Walk-up,Yes
4214943,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$210,000 ",OP,18 Crafts Avenue,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,164",62,"3,950",0.19,Yes,1907,2,Unknown,No,6,No,No,Interior,Yes
4214860,RE/MAX Upper Valley/Hanover,Agent22341 House,"$260,500 ",OP,48 Nottingham CirOPe,Lebanon,Single Family,NH,NH-Grafton,3,2,"2,170",52,"6,299",0.43,Yes,1979,2,Unknown,Unknown,7,No,,Walkout,Yes
4215713,RE/MAX Upper Valley/Hanover,Agent22341 House,"$148,000 ",OP,2 Westboro Woods Lane,Lebanon,Condo,NH,NH-Grafton,2,2,"1,176",186,"4,034",0,No,2007,2,Yes,No,4,No,,Interior,Yes
4216223,Four Seasons Sotheby`s Int`l Realty,house 22125,"$402,500 ",OP,52 Oak Ridge Road,Lebanon,Single Family,NH,NH-Grafton,3,3,"4,106",21,"8,800",1.31,Yes,1971,1,Yes,No,9,No,No,Interior,Yes
4217396,Four Seasons Sotheby`s Int`l Realty,house 22125,"$228,964 ",OP,337 Mount Support Road,Lebanon,Condo,NH,NH-Grafton,2,3,"1,317",406,1,4.82,No,2009,3,Yes,No,5,No,No,Walkout,Yes
4217381,Four Seasons Sotheby`s Int`l Realty,house 22125,"$232,415 ",OP,337 Mount Support Road,Lebanon,Condo,NH,NH-Grafton,2,3,"1,317",416,1,4.82,No,2009,3,Yes,No,5,No,No,Walkout,Yes
4217386,Four Seasons Sotheby`s Int`l Realty,house 22125,"$237,000 ",OP,337 Mount Support Road,Lebanon,Condo,NH,NH-Grafton,2,3,"1,317",407,1,4.82,No,2009,3,Yes,No,5,No,No,Walkout,Yes
4217394,Four Seasons Sotheby`s Int`l Realty,house 22125,"$250,367 ",OP,337 Mount Support Road,Lebanon,Condo,NH,NH-Grafton,2,3,"1,317",35,1,4.82,No,2009,3,Yes,No,5,No,No,Walkout,Yes
4217397,Four Seasons Sotheby`s Int`l Realty,house 22125,"$254,085 ",OP,337 Mount Support Road,Lebanon,Condo,NH,NH-Grafton,2,3,"1,317",42,1,4.82,No,2009,3,Yes,No,5,No,No,Walk-up,Yes
4217390,Four Seasons Sotheby`s Int`l Realty,house 22125,"$342,840 ",OP,337 Mount Support Road,Lebanon,Condo,NH,NH-Grafton,2,3,"1,317",14,1,4.82,No,2009,3,Yes,No,5,No,No,Walkout,Yes
4217395,Four Seasons Sotheby`s Int`l Realty,house 22125,"$352,915 ",OP,337 Mount Support Road,Lebanon,Condo,NH,NH-Grafton,2,3,"1,317",265,1,4.82,No,2009,3,Yes,No,5,No,No,Walkout,Yes
4218097,Four Seasons Sotheby's Int'l Realty,Richard M Higgerson,"$153,000 ",OP,12 Peabody Street,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,006",25,"3,544",0.19,Yes,1935,1.5,Unknown,No,5,Unknown,,,Yes
