Property Listing Number,Listing Office,Agent Name,Price,Status,Address,City,Family Type,State,County,Bedrooms ,Bathrooms,SqFtTotFn,DOM, Tax  Amount ,Lot - Acres,Garage,Year Built,Total Stories,Surveyed,Seasonal,Rooms ,Flood Zone,Current Use,Basement Access Type,Basement
4218339,LindeMac Real Estate,Linde McNamara,"$380,000 ",OP,81 Apple Blossom Drive,Lebanon,Condo,NH,NH-Grafton,3,3,"2,006",18,"9,618",0,Yes,2001,1.75,Yes,No,9,No,,,No
4218493,Coldwell Banker Redpath and Company,House Agent,"$520,000 ",OP,100 Daisy Hill,Lebanon,Single Family,NH,NH-Grafton,4,3,"2,934",38,"11,434",3.35,Yes,2005,2,Yes,No,8,No,,Interior,Yes
4218705,Century 21 Highview Realty,Steve Floyd,"$130,000 ",OP,133 Trues Brook Rd,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,552",76,"4,058",2,No,1962,1,Unknown,No,7,No,No,Walk-up,Yes
4219295,Moseley Associates,Cheryl Brush,"$100,000 ",OP,30 Wolf Road,Lebanon,Condo,NH,NH-Grafton,1,1,650,61,"2,466",0,No,1987,1,Yes,No,3,No,,,No
4220020,Four Seasons Sotheby's Int'l Realty,Annette Hartley,"$166,000 ",OP,40 Wolf Road,Lebanon,Condo,NH,NH-Grafton,3,2,"1,199",18,"4,168",5.3,No,1988,2,Unknown,No,5,No,,,No
4220257,Coldwell Banker Redpath and Company,House Agent,"$212,500 ",OP,28 Dana St,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,219",9,"4,364",0.23,No,1910,2,Yes,No,7,No,,Interior,Yes
4219666,Martha E. Diebold/Hanover,Susanne Pacilio,"$240,000 ",OP,30 Crafts Ave,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,428",21,"5,968",0.39,Yes,1925,2,Unknown,No,7,No,,Walk-up,Yes
4220698,Four Seasons Sotheby`s Int`l Realty,house 22125,"$155,000 ",OP,58 Westboro Woods,Lebanon,Condo,NH,NH-Grafton,2,2,"1,416",58,"3,755",11.72,No,2007,3,Yes,No,6,No,No,Walkout,Yes
4220221,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$224,000 ",OP,80 Young,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,196",3,"6,033",0.71,Yes,1956,1,Unknown,No,7,No,,Walkout,Yes
4220326,Fidelity Real Estate Inc.,Dennis Marquise,"$280,000 ",OP,36 Fountain Way,Lebanon,Single Family,NH,NH-Grafton,2,3,"2,050",33,"7,956",0.18,Yes,2001,1.5,Yes,No,6,No,No,,No
4220661,Coldwell Banker Redpath and Co./Quechee,agent22051 house,"$360,000 ",OP,41 Hough St.,Lebanon,Single Family,NH,NH-Grafton,4,3,"3,228",4,"8,078",0.6,Yes,1988,2,Unknown,No,10,No,Unknown,Interior,Yes
4220793,Century 21 Highview Realty,Steve Floyd,"$55,000 ",OP,74 ROUTE 4A,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,298",5,"4,702",0.57,Yes,1920,1.5,Unknown,Unknown,7,Unknown,,Walk-up,Yes
4220792,Lisa Berry Properties,House agent 6294,"$196,500 ",OP,101 School,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,012",45,"3,938",0.18,Yes,1925,1,Unknown,No,7,No,,Walk-up,Yes
4221110,Four Seasons Sotheby's Int'l Realty,agent221216 house,"$381,000 ",OP,68 Apple Blossom Drive,Lebanon,Single Family,NH,NH-Grafton,3,3,"2,315",37,"9,396",0.26,Yes,2001,2,Yes,No,8,No,No,,No
4221058,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$234,000 ",OP,71 Poverty Lane,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,724",43,"6,271",2.49,Yes,1970,1,Unknown,No,8,No,No,Walkout,Yes
4221168,Coldwell Banker Redpath and Company,House Agent,"$199,000 ",OP,6 Lakeview Dr,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,471",70,"4,827",0.8,Yes,1977,2,No,No,7,No,,,No
4221152,Coldwell Banker Redpath and Company,House Agent,"$219,000 ",OP,61 Young St,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,610",0,"5,176",0.33,Yes,1975,1,No,No,6,No,,Walkout,Yes
4222906,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$267,300 ",OP,74 Mountain View Drive,Lebanon,Single Family,NH,NH-Grafton,4,3,"2,080",22,"6,467",0,Yes,2011,2,Yes,No,7,No,,Interior,Yes
4221916,Moseley Associates,Cheryl Brush,"$110,000 ",OP,30 Wolf Road,Lebanon,Condo,NH,NH-Grafton,1,1,650,5,"2,466",0,No,1987,1,Yes,No,3,No,No,,No
4221879,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$237,500 ",OP,3 Hetzel,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,422",41,"6,297",3,Yes,1989,1.5,Unknown,Unknown,6,Unknown,,Walkout,Yes
4222199,RE/MAX Upper Valley/Hanover,Agent22341 House,"$290,000 ",OP,365 North Main Street,Lebanon,Condo,NH,NH-Grafton,3,3,"1,729",178,"7,554",0,Yes,2007,2,Unknown,Unknown,7,No,,,No
4222977,RE/MAX Upper Valley,Gerry Stark,"$186,000 ",OP,24 Dulac,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,144",7,"4,707",0.31,No,2005,1,Unknown,No,6,No,No,Walkout,Yes
4222853,www.EntryOnly.com,Jason Saphire,"$210,000 ",OP,14 Williams Street,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,612",168,"5,217",0.23,No,1996,3,Unknown,No,6,No,,,No
4224578,"The OPerkin Agency, P.C.",Lisa M ONeil,"$155,000 ",OP,10 Abbott Street,Lebanon,Single Family,NH,NH-Grafton,7,8,"4,627",350, -   ,0.47,No,1860,2,Unknown,No,21,No,,Walk-up,Yes
4223513,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$182,000 ",OP,48 Granite Street,Lebanon,Single Family,NH,NH-Grafton,2,1,"1,000",14,"4,359",0.24,Yes,1928,1,Unknown,No,6,No,No,Interior,Yes
4224522,Four Seasons Sotheby`s Int`l Realty,house 22125,"$234,139 ",OP,337 Mount Support Road,Lebanon,Condo,NH,NH-Grafton,2,3,"1,317",4,1,4.82,No,2009,3,Yes,No,5,No,No,Interior,Yes
4224127,Coldwell Banker Redpath and Company,House Agent,"$235,000 ",OP,70 SEMINARY HILL,Lebanon,Single Family,NH,NH-Grafton,3,2,"2,128",1,"5,349",0.41,Yes,1929,2,Unknown,No,7,Unknown,,Interior,Yes
4224609,RE/MAX Upper Valley,Deb M Roberts,"$148,600 ",OP,17 Eldridge Street,Lebanon,Single Family,NH,NH-Grafton,5,2,"2,100",224,"5,095",0.21,Yes,1890,2,Unknown,No,11,No,No,Interior,Yes
4224981,Four Seasons Sotheby`s Int`l Realty,house 22125,"$228,100 ",OP,337 Mount Support Road,Lebanon,Condo,NH,NH-Grafton,2,3,"1,317",0,1,4.82,No,2009,3,Yes,No,5,No,No,Walkout,
4226182,Vanessa Stone Real Estate,Susan Cole,"$137,000 ",OP,6 Cooper Street,Lebanon,Single Family,NH,NH-Grafton,3,1,933,115,"3,384",0.16,No,1900,1,Yes,No,6,Yes,,Walk-up,Yes
4225841,Martha E. Diebold/Hanover,Jane Darrach,"$256,000 ",OP,10 Pleasant Street,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,584",8,"5,764",0.33,Yes,1874,1.5,Yes,No,8,No,No,Interior,Yes
4226684,Big Green Real Estate,William H Johnson,"$177,500 ",OP,36 Bank St.,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,750",164,"4,067",0.18,Yes,1860,2,Unknown,No,8,No,No,Interior,Yes
4226159,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$219,000 ",OP,100 Maple Street,Lebanon,Single Family,NH,NH-Grafton,4,2,"1,592",103,"4,628",1.34,Yes,1940,2,Unknown,No,8,No,No,Interior,Yes
4226440,Home Seller Solution Services,Rebecca Burcher,"$400,000 ",OP,25 Prospect St,Lebanon,Single Family,NH,NH-Grafton,4,3,"2,317",10,"5,876",0.43,Yes,1865,1.5,Unknown,No,8,No,,Interior,Yes
4226511,RE/MAX Upper Valley,Deb M Roberts,"$155,000 ",OP,2 Ora Avenue,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,069",133,"3,794",0.1,No,1900,1.75,Yes,No,6,Unknown,No,Walk-up,Yes
4227558,LindeMac Real Estate,Linde McNamara,"$290,000 ",OP,365 N Main Street,Lebanon,Condo,NH,NH-Grafton,3,3,"1,560",301,"7,175",0,Yes,2002,1,Yes,No,6,No,,,No
4228419,Four Seasons Sotheby's Int'l Realty,Becky Lahaye,"$228,100 ",OP,337 Mount Support Road,Lebanon,Condo,NH,NH-Grafton,2,3,"1,317",2,1,4.82,No,2009,3,Yes,No,5,No,No,Interior,Yes
4228212,Vanessa Stone Real Estate,Vanessa Stone,"$226,500 ",OP,2 WHITCOMB AVENUE,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,566",16,"3,826",0.49,Yes,1950,2,Yes,No,8,No,,Walkout,Yes
4229837,Coldwell Banker Redpath and Company,House Agent,"$179,000 ",OP,247 Dartmouth College Hwy,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,056",15,"4,871",2.48,Yes,1979,1,No,No,6,No,,Walkout,Yes
4229815,Century 21 Highview Realty,Susan Latham,"$207,000 ",OP,2 Hathorn,Lebanon,Single Family,NH,NH-Grafton,3,2,"3,090",161,"6,079",0.98,Yes,1950,1,Unknown,No,6,Unknown,,Interior,Yes
4230418,Coldwell Banker Redpath and Co./Quechee,agent22051 house,"$179,000 ",OP,24 Morse Rd.,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,320",73,"4,596",1.02,Yes,1956,1.5,Unknown,No,6,No,Unknown,Interior,Yes
4230778,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$236,300 ",OP,17 Tenley,Lebanon,Single Family,NH,NH-Grafton,3,3,"1,600",106,"5,287",0.29,Yes,1976,1,Unknown,No,6,Unknown,,Walkout,Yes
4232830,RE/MAX Upper Valley,Deb M Roberts,"$77,300 ",OP,10 Pumping Station Road,Lebanon,Single Family,NH,NH-Grafton,2,1,985,88,"2,572",0.41,No,1950,1,Unknown,No,0,Yes,,Walkout,Yes
4233183,Coldwell Banker Redpath and Company,House Agent,"$300,000 ",OP,5 Beacon Rd,Lebanon,Single Family,NH,NH-Grafton,5,3,"2,296",12,"8,989",0.43,Yes,1970,2,Yes,No,8,No,,Interior,Yes
4233154,Big Green Real Estate,Joe Roberto,"$351,000 ",OP,41 Bank St.,Lebanon,Single Family,NH,NH-Grafton,5,4,"3,166",56,"7,240",0.33,Yes,1853,2,Unknown,No,14,No,No,Walk-up,Yes
4233876,Coldwell Banker Redpath and Co./Quechee,agent22051 house,"$242,500 ",OP,299 Mount Support,Lebanon,Condo,NH,NH-Grafton,2,3,"1,442",15,"5,497",0,Yes,2004,3,Yes,No,6,No,Unknown,Interior,Yes
4234208,LindeMac Real Estate,Linde McNamara,"$196,500 ",OP,4 Cedar Street,Lebanon,Single Family,NH,NH-Grafton,2,2,"1,368",35,"5,539",0.23,Yes,1973,1.5,Unknown,No,6,Yes,,Interior,Yes
4236252,Coldwell Banker Redpath and Co./Quechee,agent22051 house,"$225,000 ",OP,31 Highland Avenue,Lebanon,Single Family,NH,NH-Grafton,2,2,"1,239",6,"4,731",0.22,Yes,1940,2,Unknown,No,7,No,No,Interior,Yes
4236311,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$255,000 ",OP,10 Timothy Street,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,436",1,"5,136",0.27,Yes,1940,2,Unknown,No,7,No,No,Walkout,Yes
4237932,Four Seasons Sotheby`s Int`l Realty,house 22125,"$290,000 ",OP,16 Wildwood Drive,Lebanon,Single Family,NH,NH-Grafton,3,3,"2,592",89,"6,678",0.51,Yes,1970,1,No,No,8,No,No,Interior,Yes
4238339,Home Seller Solution Services,Rebecca Burcher,"$290,000 ",OP,6 Child Street,Lebanon,Single Family,NH,NH-Grafton,3,2,"2,145",26,"6,498",0.16,No,2011,2,Yes,No,7,No,,Walkout,Yes
4238999,Vanessa Stone Real Estate,Leafie Casey Cantlin,"$92,500 ",OP,29 Peabody Street,Lebanon,Single Family,NH,NH-Grafton,3,1,720,210,"3,540",0.96,Yes,1920,1,No,No,6,No,No,Interior,Yes
4238657,Coldwell Banker Redpath and Company,House Agent,"$230,400 ",OP,213 Poverty Lane,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,898",214,"6,283",2,Yes,1971,2,Yes,No,7,No,,,No
4238726,Coldwell Banker Redpath and Company,House Agent,"$268,500 ",OP,2 Apple Blossom Drive,Lebanon,Single Family,NH,NH-Grafton,3,3,"1,519",13,"7,137",0.13,Yes,2003,2,Unknown,No,6,Unknown,,,No
4239272,Coldwell Banker Redpath and Company,House Agent,"$336,000 ",OP,6 LaPlante Rd,Lebanon,Single Family,NH,NH-Grafton,3,3,"1,998",134,"8,336",1.95,Yes,2001,1.5,Yes,No,9,No,,Walkout,Yes
4239475,RE/MAX Upper Valley/Hanover,Agent22341 House,"$186,500 ",OP,15 Crawford Ave,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,550",156,"4,514",0.33,Yes,1961,1,Unknown,Unknown,8,No,,Walkout,Yes
4239626,Coldwell Banker Redpath and Company,House Agent,"$360,000 ",OP,49 Cottage CirOPe,Lebanon,Single Family,NH,NH-Grafton,4,4,"2,480",5,"7,416",0.45,Yes,1995,2,No,No,7,No,,Walk-up,Yes
4240342,LindeMac Real Estate,Linde McNamara,"$355,000 ",OP,64 Great Brook Road,Lebanon,Single Family,NH,NH-Grafton,4,3,"2,650",99,"7,908",3,Yes,1796,2,Yes,No,11,No,,Interior,Yes
4240943,Vanessa Stone Real Estate,Vanessa Stone,"$150,000 ",OP,38 Guyer Street,Lebanon,Single Family,NH,NH-Grafton,2,1,944,26,"3,832",0.19,Yes,1936,1,Unknown,No,5,No,,Walkout,Yes
4241149,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$118,000 ",OP,5 Old Etna Road,Lebanon,Single Family,NH,NH-Grafton,2,1,768,262,"3,160",0.2,Yes,1950,1,Unknown,No,5,Unknown,,,No
4241730,Granite Northland Associates,Doreen Wyman,"$165,000 ",OP,98 Mascoma Street,Lebanon,Single Family,NH,NH-Grafton,4,2,"1,971",56,"4,577",0.18,No,1910,2,Unknown,No,8,No,,Walkout,Yes
4242190,Coldwell Banker Redpath and Company,House Agent,"$255,000 ",OP,15 Apple Blossom,Lebanon,Single Family,NH,NH-Grafton,3,3,"2,106",13,"7,708",0.16,Yes,2001,1.5,Yes,No,8,No,,,No
4242004,Coldwell Banker Redpath and Company,House Agent,"$452,000 ",OP,177 Stevens Rd,Lebanon,Single Family,NH,NH-Grafton,4,3,"2,464",3,"14,124",5.07,Yes,2005,2,Yes,No,8,No,,Walk-up,Yes
4242382,Coldwell Banker LIFESTYLES,Stefan H Timbrell,"$89,900 ",OP,50 Renihan Meadows,Lebanon,Condo,NH,NH-Grafton,2,2,"1,016",10,"1,864",0,No,1986,2,Unknown,No,5,No,,Interior,Yes
4243802,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$62,000 ",OP,15 Payne Road,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,176",73,"3,293",1.42,No,1935,2,No,No,6,No,No,Interior,Yes
4243759,Coldwell Banker Homes Unlimited,Justin Ranney,"$154,000 ",OP,6 ARMSTRONG AVENUE,Lebanon,Single Family,NH,NH-Grafton,4,2,"2,036",82,"4,656",0.31,Yes,1950,2,Unknown,No,7,Unknown,,Walkout,Yes
4244058,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$179,000 ",OP,62 Westboro Woods Lane,Lebanon,Single Family,NH,NH-Grafton,2,2,"1,050",44,"5,148",0,Yes,2007,1,Unknown,Yes,5,No,,Walkout,Yes
4243872,Real Home Services and Solutions,Agent41590 House,"$66,799 ",OP,61 SPENCER STREET,Lebanon,Single Family,NH,NH-Grafton,5,3,"1,708",16,"4,399",0.3,Yes,1920,2,Unknown,Unknown,8,Unknown,,Walkout,Yes
4244236,Vanessa Stone Real Estate,Susan Cole,"$204,000 ",OP,439 Meriden Road,Lebanon,Single Family,NH,NH-Grafton,2,2,"1,326",15,"5,559",2.1,Yes,1987,1.5,Unknown,No,6,No,,Interior,Yes
4244388,Coldwell Banker Redpath and Company,House Agent,"$227,500 ",OP,14 Amsden St,Lebanon,Single Family,NH,NH-Grafton,4,2,"1,924",137,"6,657",0.28,No,1949,2,No,No,8,No,,Interior,Yes
4244951,Four Seasons Sotheby's Int'l Realty,Richard M Higgerson,"$62,000 ",OP,35 Seminary Hill,Lebanon,Condo,NH,NH-Grafton,2,1,852,8,"2,252",0,No,1971,1,No,No,4,No,,,No
4245165,Four Seasons Sotheby's Int'l Realty,Judith Cashman,"$380,000 ",OP,69 NH Route 4A,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,524",819,"13,861",0.14,No,1990,1,Unknown,No,8,Unknown,,Walkout,Yes
4246705,Roger J. Roberts Real Estate,Peter Roberts,"$65,000 ",OP,10 Cooper,Lebanon,Single Family,NH,NH-Grafton,1,1,484,50,"2,685",0.12,No,1920,1,Yes,No,3,Yes,,Walk-up,Yes
4247631,Coldwell Banker Redpath and Company,House Agent,"$87,500 ",OP,11 Renihan Meadows,Lebanon,Condo,NH,NH-Grafton,2,2,"1,016",30,"1,910",0,No,1986,2,Yes,No,4,No,,Walk-up,Yes
4248005,Four Seasons Sotheby`s Int`l Realty,House,"$257,000 ",OP,71 Maple Street,Lebanon,Single Family,NH,NH-Grafton,4,2,"1,918",18,"5,646",0.27,Yes,1903,1.75,Yes,No,9,No,No,Interior,Yes
4250207,Coldwell Banker Redpath and Company,House Agent,"$235,600 ",OP,365 H4 N. Main St.,Lebanon,Condo,NH,NH-Grafton,2,2,"1,467",268,"5,694",0,Yes,2007,1,Yes,No,5,No,No,,No
4249308,Home Seller Solution Services,Rebecca Burcher,"$280,000 ",OP,91 Maple Street,Lebanon,Single Family,NH,NH-Grafton,5,2,"2,000",22,"5,730",0.33,Yes,1912,2,Yes,No,8,No,,Interior,Yes
4253064,Coldwell Banker Redpath and Company,House Agent,"$170,000 ",OP,40 Wolf Rd,Lebanon,Condo,NH,NH-Grafton,3,2,"1,199",7,"4,170",0,Yes,1988,2,Yes,No,5,No,,,No
4255043,Roger J. Roberts Real Estate,Peter Roberts,"$169,000 ",OP,128 Etna,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,458",121,"3,808",1.11,Yes,1963,2,Unknown,No,8,No,,Interior,Yes
4255160,Coldwell Banker Redpath and Company,House Agent,"$405,000 ",OP,42 Wildwood Dr,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,532",4,"9,100",0.52,Yes,1996,1,Yes,No,6,No,,Interior,Yes
4254587,Coldwell Banker Redpath and Company,House Agent,"$420,000 ",OP,12 Timber Lane,Lebanon,Single Family,NH,NH-Grafton,2,3,"3,220",309,"9,132",3.1,Yes,1987,1.5,Unknown,No,7,No,,Interior,Yes
4255557,Roger J. Roberts Real Estate,Peter Roberts,"$178,000 ",OP,9 Crawford,Lebanon,Single Family,NH,NH-Grafton,2,2,999,90,"4,209",0.38,Yes,1960,2,Unknown,No,4,No,,Interior,Yes
4255406,Four Seasons Sotheby's Int'l Realty,agent221216 house,"$225,000 ",OP,6 Coburn Terrace,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,724",4,"4,725",0.7,Yes,1956,1,Unknown,No,8,Unknown,No,Interior,Yes
4256723,Vanessa Stone Real Estate,Sam Vidal,"$55,000 ",OP,D76 20 Wolf Rd.,Lebanon,Condo,NH,NH-Grafton,2,1,640,82,"1,272",0,No,1986,1,Unknown,No,4,Unknown,,,No
4257399,Vanessa Stone Real Estate,Vanessa Stone,"$80,000 ",OP,95 Renihan Meadows,Lebanon,Condo,NH,NH-Grafton,2,2,816,38,"1,851",0,No,1986,2,Yes,No,4,No,,Interior,Yes
4256763,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$268,000 ",OP,12 Tenley Drive,Lebanon,Single Family,NH,NH-Grafton,4,3,"2,175",2,"5,672",0.31,Yes,1960,2,Unknown,No,9,No,No,,No
4256674,Granite Group Realty Services,Alan Destefano,"$306,000 ",OP,40 STEVENS ROAD,Lebanon,Single Family,NH,NH-Grafton,3,3,"3,456",86,"10,269",3.63,No,1987,2,Yes,No,7,No,,Walkout,Yes
4257003,RE/MAX Upper Valley/Hanover,Agent22341 House,"$131,500 ",OP,204 Mechanic St. Unit 17,Lebanon,Condo,NH,NH-Grafton,2,1,828,46,"2,755",0,Yes,1978,1,Unknown,No,4,Unknown,,,No
4257576,Vanessa Stone Real Estate,Sam Vidal,"$55,000 ",OP,F128 20 Wolf Road,Lebanon,Condo,NH,NH-Grafton,2,1,640,5,"1,272",0,No,1986,1,Unknown,No,4,Unknown,,,No
4259011,Four Seasons Sotheby's Int'l Realty,Kathie Romano,"$190,000 ",OP,48 Dorothy Perley Road,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,440",8,"4,300",2.84,No,1980,1,Unknown,No,7,No,No,Walkout,Yes
4259727,RE/MAX Upper Valley,Deb M Roberts,"$89,000 ",OP,109 RENIHAN MEADOWS,Lebanon,Condo,NH,NH-Grafton,2,2,920,14,"1,825",0,No,1986,2,Unknown,No,4,No,No,Interior,Yes
4260775,Vanessa Stone Real Estate,Vanessa Stone,"$220,000 ",OP,97 Trues Brook Road,Lebanon,Single Family,NH,NH-Grafton,2,1,"1,234",30,"5,330",2.62,Yes,1975,1,Unknown,No,6,Unknown,,Walkout,Yes
4280794,Coldwell Banker Redpath and Company,House Agent,"$245,000 ",OP,2 Stillwater Dr.,Lebanon,Single Family,NH,NH-Grafton,2,2,"1,460",9,"6,556",0.18,Yes,2000,1,Yes,No,6,No,,,No
4302094,Four Seasons Sotheby`s Int`l Realty,house 22125,"$253,000 ",OP,337 Mount Support Road,Lebanon,Condo,NH,NH-Grafton,2,3,"1,317",22,1,4.82,Yes,2009,3,Yes,No,5,No,No,,No
4306774,Coldwell Banker Redpath and Company,House Agent,"$97,700 ",OP,204 Mechanic St,Lebanon,Condo,NH,NH-Grafton,2,1,828,42,"2,757",0,Yes,1978,2,Unknown,No,4,No,,Walkout,Yes
4310514,Century 21 Energy Shield Realty/Lebanon,Darryl Salls,"$71,250 ",OP,40 Stoney Brook Road,Lebanon,Single Family,NH,NH-Grafton,3,2,"2,247",14,"3,188",2,Yes,1920,2,No,No,13,Unknown,No,Interior,Yes
4312553,Four Seasons Sotheby`s Int`l Realty,House,"$259,000 ",OP,21 Hough Street,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,516",12,"5,780",0.2,Yes,1950,2,Yes,No,7,No,No,Interior,Yes
4606198,Comp Agent,Comp No Agent,"$259,000 ",OP,20 Fountain Way,Lebanon,Single Family,NH,NH-Grafton,2,2,"1,496",0,"6,858",0.19,Yes,2000,1,Unknown,No,5,Unknown,,,
4313142,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$238,000 ",OP,40 Old Pine Tree Cemetery Rd,Lebanon,Single Family,NH,NH-Grafton,3,3,"1,620",62,"5,284",1.18,Yes,1960,1.5,Unknown,No,7,No,No,Walk-up,Yes
4313437,RE/MAX Upper Valley,Gerry Stark,"$54,000 ",OP,D82 Wolf Road,Lebanon,Condo,NH,NH-Grafton,2,1,640,61,"1,339",0,No,1986,3,Unknown,No,4,No,,,No
4314401,"C.G. Shepherd Realty, LLC",Carol Shepherd,"$90,000 ",OP,220 Mascoma Street Renihan Meadows,Lebanon,Condo,NH,NH-Grafton,2,2,"1,016",8,"1,851",0,No,1986,2,Yes,No,5,No,No,Interior,Yes
4315140,Vanessa Stone Real Estate,Frederick Lane,"$175,000 ",OP,1 Floyd Avenue,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,547",231,"4,446",0.49,Yes,1950,2,Yes,No,6,No,No,Interior,Yes
4315376,Vanessa Stone Real Estate,Vanessa Stone,"$289,000 ",OP,35 Manchester Drive,Lebanon,Single Family,NH,NH-Grafton,3,3,"2,357",193,"8,051",3.7,Yes,1980,1,Yes,No,8,No,,Interior,Yes
4315839,RE/MAX Upper Valley,Gerry Stark,"$50,000 ",OP,20 Wolf,Lebanon,Condo,NH,NH-Grafton,2,1,640,8,"1,272",0,No,1986,3,No,No,4,No,No,,No
4315804,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$184,000 ",OP,287 Mascoma Street Extension,Lebanon,Condo,NH,NH-Grafton,2,2,"1,015",137,"4,467",0,No,2007,1,Yes,No,4,No,No,,No
4315959,Coldwell Banker Redpath and Company,House Agent,"$270,000 ",OP,299 Mount Support Rd,Lebanon,Condo,NH,NH-Grafton,3,3,"1,776",9,"6,556",0,Yes,2004,2,Yes,No,7,No,,Walkout,Yes
4315643,Big Green Real Estate,Joe Roberto,"$382,500 ",OP,66 Hardy Hill,Lebanon,Single Family,NH,NH-Grafton,4,3,"3,500",121,"10,163",5.6,Yes,1988,2,Unknown,No,10,Unknown,,Walkout,Yes
4316714,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$265,000 ",OP,144 Prospect Street Extension,Lebanon,Single Family,NH,NH-Grafton,3,2,"2,449",281,"6,705",1.01,Yes,1964,2,Unknown,No,10,No,No,Interior,Yes
4317149,RE/MAX Upper Valley/Hanover,Agent22341 House,"$230,000 ",OP,260 Hanover St Ext.,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,666",12,"5,411",0.44,Yes,1993,2,No,No,7,No,No,Interior,No
4317470,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$242,000 ",OP,10 Cottage,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,512",150,"6,092",0.34,Yes,1989,1.75,Yes,No,6,No,No,Walkout,Yes
4318540,Vanessa Stone Real Estate,Vanessa Stone,"$62,900 ",OP,171 Mascoma,Lebanon,Single Family,NH,NH-Grafton,3,1,"1,228",169,"5,281",0.85,Yes,1980,1,Yes,No,5,No,,Interior,Yes
4319179,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$210,000 ",OP,131 School Street,Lebanon,Single Family,NH,NH-Grafton,3,2,"1,526",16,"4,935",2.08,Yes,1942,2,Unknown,No,6,No,Unknown,Walkout,Yes
4319654,Four Seasons Sotheby's Int'l Realty,Richard M Higgerson,"$267,000 ",OP,365 North Main Street,Lebanon,Condo,NH,NH-Grafton,3,3,"1,665",158,"7,158",0,Yes,2003,1.5,Yes,No,6,No,,,No
4320570,Four Seasons Sotheby's Int'l Realty,Kathie Romano,"$87,300 ",OP,290 Mascoma Street,Lebanon,Single Family,NH,NH-Grafton,2,1,988,286,"2,478",0.33,Yes,1973,1,No,No,5,No,No,,No
4320439,Moseley Associates,Cheryl Brush,"$88,000 ",OP,30 Wolf Road,Lebanon,Condo,NH,NH-Grafton,1,1,650,39,"2,466",0,No,1987,1,Yes,No,3,No,No,,No
4320799,Century 21 Highview Realty,Steve Floyd,"$255,000 ",OP,95 MOUNTAIN VIEW DRIVE,Lebanon,Single Family,NH,NH-Grafton,4,3,"3,541",172,"9,124",0,Yes,2007,1.75,Unknown,No,8,Unknown,,Walkout,Yes
4320975,Four Seasons Sotheby`s Int`l Realty,house 22125,"$236,500 ",OP,5 Tenley Drive,Lebanon,Single Family,NH,NH-Grafton,4,2,"1,929",65,"5,128",0.23,Yes,1965,2,Yes,No,9,No,Unknown,Interior,Yes
