address,city,country,latitude,longitude,name,Rating,postalCode,province,websites
955 N Harbor Blvd,Anaheim,US,33.8468,-117.9237,Del Taco,1,92805,CA,"http://www.deltaco.com,http://www.deltaco.com/"
2201 S Broadway St,Wichita,US,37.65320402,-97.33587232,Sonic Drive In,4,67211,KS,http://sonicdrivein.com
205 N University Ave,Little Rock,US,34.753024,-92.341065,Pei Wei,1,72205,AR,http://www.peiwei.com
840 Park Ave W,Mansfield,US,40.7592,-82.5459,Wendy's,2,44906,OH,http://wendys.com
Sixes Rd.,Canton,US,34.17342819,-84.54960713,McDonald's,4,30114,GA,http://mcdonalds.com
300 McFarland Ave,Rossville,US,34.98217,-85.287778,Hardee's,2,30741,GA,http://www.hardees.com
7605 W Hillsborough Ave,Tampa,US,27.99690131,-82.56515754,KFC,3,33615,FL,"http://www.kfc.com,http://kfc.com"
8839 Conroy Windermere Rd,Orlando,US,28.4937,-81.5065,SUBWAY,4,32835,FL,"http://www.subway.com,http://subway.com/,http://subway.com"
12497 Central Ave N E,Minneapolis,US,45.194073,-93.23482,Taco John's,5,55434,MN,http://www.tacojohns.com
3 4340 Kuhio Hwy,Lihue,US,21.99490378,-159.3537122,11-Jul,1,96766,HI,
1565 Richland Ave,Aiken,US,33.565018,-81.740817,Taco Bell,4,29801,SC,"http://www.tacobell.com,https://locations.tacobell.com/sc/aiken/1565-richland-ave.html?utm_source=yextpowerlistingsandutm_campaign=yextandutm_medium=organicandutm_term=023695andutm_content=website,http://tacobell.com"
14124 W Newberry Rd,Newberry,US,29.6544,-82.4939,McDonald's,1,32669,FL,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
773 N Mathilda Ave,Sunnyvale,US,37.395627,-122.029385,Burger King,2,94085,CA,"http://www.bk.com,http://www.burgerking.com/"
3901 E 120th Ave,Denver,US,39.91436398,-104.94186,Taco Bell,3,80233,CO,http://www.tacobell.com
7901 Melton Rd,Gary,US,41.5953,-87.2453,Burger King,5,46403,IN,http://burgerking.com
451 Franklin Mills Cir,Philadelphia,US,40.08149,-74.9619,Boston Market,2,19154,PA,"http://www.bostonmarket.com/,http://www.bostonmarket.com"
2400 14th St NW,Washington,US,38.921099,-77.031844,Papa John's Pizza,3,20009,DC,"http://www.papajohns.com,http://papajohns.com"
186 Metzler Drive #452 Harman Laurene Inc Harman Laurene Inc,Castle Rock,US,39.40998377,-104.8606686,Kfc,4,80104,CO,http://kfc.com
905 W Main St,Tomball,US,30.0928,-95.6247,Church's Chicken,1,77375,TX,http://churchs.com
340 Longs Pond Rd,Lexington,US,33.92321,-81.28969,McDonald's,2,29073,SC,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7211 Carson Blvd,Long Beach,US,33.827436,-118.089531,Del Taco,5,90808,CA,"http://www.deltaco.com,http://www.deltaco.com/,http://deltaco.com"
9100 Rothbury Dr,Montgomery Village,US,39.18476,-77.18903,McDonald's,1,20886,MD,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
6490 Milgen Rd,Columbus,US,32.53662,-84.86997,Wendy's,4,31907,GA,http://www.wendys.com
2077 S 4th Ave,Yuma,US,32.690272,114.624503,Dairy Queen,3,85364,AZ,"http://www.dairyqueen.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJwApyY3afhGNldvGei5ZNhW2VlT6hPz_sXA7uuwthAieRj1aCRPyA0stwQS_GVPtIeBXYzsaxuB_CQGmtAOLk5ltGLqIOGqzHN5l5rp8yONUq-1t7zFpPnJdIN5tctByufLJRybtTvccYApUsEg9gEUoArNuoQPeC6cjXtMMctoA0Cr_xI8GvE5wSgypQwG9ucS6WqqIAPLJwSO7BohqYMLJgrXW3eet_v_8P3PDDVDhr9KyngGcEPgZIce-sqSFfGFw3EKrl1SWgarWO_esCqU1GeN4nZM8xw8mMpVMmdRsd1RvkeOcAY3UEeK05vZBmXPCjzv7Oqb7RumxPqfYAsTwW8xAjLAe2&placement=listing_profile&cs_user=unknown&cs_session=b8c2ff85540cbb408befc427570ce48400e8ada4"
2120 N Woodlawn St,Wichita,US,37.72154689,-97.261663,Wendy's,5,67208,KS,"https://locations.wendys.com/wichita-ks-3732,http://wendys.com"
3751 S. Hamilton Rd.,Columbus,US,39.89802376,-82.88282855,White Castle,3,43232,OH,"http://www.whitecastle.com,http://whitecastle.com"
14591 Jefferson Davis Hwy,Woodbridge,US,38.635159,-77.270506,McDonald's,4,22191,VA,http://mcdonalds.com
214 E Parkwood Ave,Friendswood,US,29.51087,-95.18743,Whataburger,1,77546,TX,"https://locations.whataburger.com/tx/friendswood/214-e-parkwood-ave.html/,https://locations.whataburger.com/tx/friendswood/214-e-parkwood-ave.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpages,http://www.whataburger.com,http://whataburger.com"
554 Iyannough Rd,Hyannis,US,41.665811,-70.288796,Wendy's,5,2601,MA,"http://www.wendys.com/,http://www.wendys.com"
5724B Thornton Ave,Newark,US,37.54008,-122.027776,KFC,4,94560,CA,"http://www.kfc.com/,http://www.kfc.com"
505 E Saginaw St,Lansing,US,42.740876,-84.546405,Burger King,1,48906,MI,"http://www.bk.com,https://locations.bk.com/mi/lansing/505-east-saginaw-st.html,http://bk.com"
2207 E Ledbetter Dr,Dallas,US,32.686733,-96.788412,Subway,4,75216,TX,http://subway.com/
16846 W Bell Rd,Surprise,US,33.638915,-112.4215,Pizza Hut,5,85374,AZ,"http://www.pizzahut.com/,http://www.pizzahut.com"
1604 Clearlake Rd,Cocoa,US,28.386126,-80.755035,Burger King,5,32922,FL,
2495 E Gulf To Lake Hwy,Inverness,US,28.85536,-82.39173,Wendy's,3,34453,FL,"http://www.wendys.com,http://wendys.com"
411 S Miller Rd,Willard,US,37.29947,-93.42432,Sonic Drive-In,3,65781,MO,"https://locations.sonicdrivein.com/mo/willard/411-miller-road.html,http://www.sonicdrivein.com,http://sonicdrivein.com"
6028 Highway 142,Stantonville,US,35.151529,-88.464276,Mcdonald's,1,38379,TN,
2016 Germantown Pkwy,Germantown,US,35.09399,-89.807751,Arby's,5,38138,TN,http://www.arbys.com
5915 W Sahara Ave,Las Vegas,US,36.143939,-115.22286,Del Taco,2,89146,NV,http://www.deltaco.com
670 E Interstate 30,Rockwall,US,32.89877417,-96.46708488,Burger King,4,75087,TX,http://bk.com
1820 Lake Stevens Rd,Lake Stevens,US,47.97915965,-122.0909046,Burger King,4,98258,WA,http://www.bk.com
975 Cornwell Dr,Yukon,US,35.49706,-97.74214,Taco Bell,3,73099,OK,"http://www.tacobell.com,https://locations.tacobell.com/ok/yukon/975-s-cornwell-dr.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=030384andutm_content=website"
4201 N Shiloh Dr,Fayetteville,US,36.129725,-94.145882,Taco Bell,5,72703,AR,http://tacobell.com
4353 S Figueroa St,Los Angeles,US,34.004375,-118.282909,Jack in the Box,1,90037,CA,"http://www.jackinthebox.com,http://jackinthebox.com/,https://www.jackinthebox.com/locations/270"
3026 Goodman Rd E,Southaven,US,34.962436,-89.935471,Pizza Hut,5,38672,MS,http://www.pizzahut.com
9550 E Independence Blvd,Matthews,US,35.13647,-80.71567,Boston Market,4,28105,NC,"https://www.bostonmarket.com/location/matthews-nc-436/?utm_source=Yextandutm_medium=clickandutm_campaign=listingsandutm_content=436,https://www.bostonmarket.com/location/matthews-nc-436/?utm_source=Yext&utm_medium=click&utm_campaign=listings&utm_content=436"
9137 Grand River Ave,Detroit,US,42.3652,-83.1305,Church's Chicken,5,48204,MI,"http://www.churchs.com,http://churchs.com"
1125 Mockingbird Ln,Sulphur Springs,US,33.12161,-95.59613,Chicken Express,4,75482,TX,"http://chickene.com,http://www.chickene.com"
145 E Maine Ave,Nampa,US,43.55033,-116.57179,KFC,4,83686,ID,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ50316NpU1xjo6x5BBTl5R1fxI7BE8l-oRA29l50JP3jMKaSWU25xcBKbra-Of-EUi-6NJ5EuJsNLugPk5UtF5Mnyokfp6e-YlUoHfdXE9Sg5oJJ8e1UtCQS0elsWox0pWT2bQmLg_IaDXBdrhm5chQPAbD2GUGofadI1WUyLwLTCPm15FX9NN5LO25kZ-O8bhgxUZIu1UW7j9P7W6KhK6oxjBkFhzfP9zP5yYs2EcmmymtQithSfUWKFe6rsdalstVmYR2fFc-aNyx1v_sOosNWvFgI3gJZLhnlM4nxT4WKyQQaF8DSzKAypTCfUwVgGvoU30JfTkQlAHCujagevzQ&placement=listing_profile&cs_user=unknown&cs_session=119c349f5ab65a433a3da976dcb908f6e065ec6e
30105 Plymouth Rd,Livonia,US,42.3686196,-83.34030569,Church's Chicken,1,48150,MI,http://churchs.com
6340 Sugar Creek Rd,Charlotte,US,35.335106,-80.797989,Zaxby's,2,28269,NC,
21 Medical Center Dr,Dawsonville,US,34.36625,-84.03679,Burger King,2,30534,GA,"http://www.bk.com,http://bk.com"
1940 Linden Blvd,Brooklyn,US,40.658479,-73.890393,Burger King,1,11207,NY,http://www.bk.com
1951 Norwich New London Tpke,Uncasville,US,41.47807737,-72.09912798,McDonald's,3,6382,CT,http://www.mcdonalds.com
681 Sycamore,Sullivan,US,38.222977,-91.156395,Steak 'n Shake,5,63080,MO,http://www.steaknshake.com/locations/23683-steak-n-shake-sycamore-sullivan
515 W Main St,Battle Ground,US,45.78042253,-122.5435367,McDonald's,5,98604,WA,http://mcdonalds.com
2183 Gulf To Bay Blvd,Clearwater,US,27.96047,-82.74677,Bob Evans Restaurant,3,33765,FL,"https://www.bobevans.com/our-restaurants/locations/582,http://www.bobevans.com"
1609 N Ashley St,Valdosta,US,30.8518,-83.2805,Wendy's,4,31602,GA,"http://www.wendys.com,http://wendys.com"
8209 Creedmoor Rd,Raleigh,US,35.8993,-78.6813,Wendy's,4,27613,NC,http://www.wendys.com
1327 S Main,Boerne,US,29.77989116,-98.72830229,Burger King,5,78006,TX,http://bk.com
50 Railroad Dr,Chilhowie,US,36.79746412,-81.68098927,Mcdonald's,4,24319,VA,http://mcdonalds.com
11530 W Burleigh St,Milwaukee,US,43.07537809,-88.05704008,Osgood's,2,53222,WI,http://osgoodsmke.com
7790 E Mcdowell Rd,Scottsdale,US,33.46621,-111.912186,Pizza Hut,2,85257,AZ,"http://www.pizzahut.com/,https://order.pizzahut.com,http://www.pizzahut.com"
6719 Bridge St,Fort Worth,US,32.7661,-97.21613,Dan's Seafood & Chicken,3,76112,TX,
778 S Weber Rd,Romeoville,US,41.59720113,-88.12360712,McDonalds,4,60446,IL,http://mcdonalds.com
1350 Cedar St,Helena,US,46.606725,-112.017895,Subway,5,59601,MT,"http://www.subway.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJgnd6SCDHo6tGYUxWda-7RNtl8FuY2HMlW4HtLccg409kyCoIgXkLqUIJpE2Rm024O5-R4P2bXejCmTmyd2cldQfbFVMjq4Er94lfIih1FxBZUH6B-Kr5OM-x5gmri-X9PdynVShIBxmjRRpet5TDAm_dP4oZfDoCpk7GFNlcp412a499fZeQj7ONssbXvxSt7EP1wbFNJ3qT1I9rJdflX92ZNx9EptockDS2YMlUWZlFGZRdptwjgWwX73qoE7-OxsSPAqIvNERadEsxGPJerXHfKvZyri_6rUvNlLyHOdpH08bQO2WHyW0hmmoUDalMllpvRKWG8KTa2EW24t1RuAe4zuZInJRu&placement=listing_profile&cs_user=unknown&cs_session=4b050ac1cf30d2f0bf68479a08003208c5dfb42e"
105 S 3rd St,Coopersburg,US,40.509286,-75.385827,Burger King,3,18036,PA,http://www.bk.com
301 N Shackleford Rd,Little Rock,US,34.75605,-92.39388,Jason's Deli,5,72211,AR,"http://jasonsdeli.com,http://www.jasonsdeli.com"
2631 Skidaway Rd,Savannah,US,32.042066,-81.063974,Taco Bell,1,31404,GA,"http://www.tacobell.com,https://locations.tacobell.com/ga/savannah/2631-skidaway-rd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=027953andutm_content=website"
1703 N Missouri St,Macon,US,39.7525,-92.4684,Hardee's,3,63552,MO,"http://www.hardees.com,http://hardees.com"
1385 Douglas Rd,Montgomery,US,41.726724,-88.319467,Burger King,4,60538,IL,http://www.bk.com
5260 Stockdale Hwy,Bakersfield,US,35.3544,-119.05993,Chick-fil-A,5,93309,CA,"http://www.cfabakersfield.com,http://www.chick-fil-a.com/bakersfield"
12921 S Highway 71,Grandview,US,38.88945376,-94.52366301,Burger King,5,64030,MO,http://bk.com
1 Court St,Machias,US,44.71863,-67.45225,Subway,5,4654,ME,http://www.subway.com
24901 Santa Clara St,Hayward,US,37.648926,-122.09113,Popeyes Louisiana Kitchen,5,94544,CA,http://www.popeyes.com
720 W 81st Ave,Merrillville,US,41.47305,-87.34573,Steak N Shake,3,46410,IN,http://www.steaknshake.com
2719 Watson Blvd,Warner Robins,US,32.61788,-83.67307,Taco Bell,2,31093,GA,"http://www.tacobell.com,https://locations.tacobell.com/ga/warner-robins/2719-watson-blvd-.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029101andutm_content=website,https://locations.tacobell.com/ga/warner-robins/2719-watson-blvd-.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=029101&utm_content=website"
2529 Good Hope Rd SE,Washington,US,38.860083,-76.968889,McDonald's,5,20020,DC,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
4051 Nicholasville Rd,Lexington,US,37.9777,-84.52945,Subway,1,40503,KY,http://www.subway.com
12001 Maumelle Blvd,Maumelle,US,34.83871663,-92.38784896,McDonald's,1,72113,AR,http://mcdonalds.com
725 Sidney Baker St,Kerrville,US,30.053208,-99.133992,Taco Bell,3,78028,TX,"http://www.tacobell.com,https://locations.tacobell.com/tx/kerrville/725-sidney-baker.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=031397andutm_content=website,http://tacobell.com"
140 Crossroads Dr,Plover,US,44.496632,-89.513397,Cousins Subs,2,54467,WI,http://cousinssubs.com
116 Colony Place Rd,Plymouth,US,41.952805,-70.714096,D'Angelo Grilled Sandwiches,3,2360,MA,http://www.dangelos.com
803 E 1st St,Pella,US,41.40696,-92.91479,Breadeaux Pizza,2,50219,IA,"http://breadeauxpizza.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJD6-dRwKP-sNmD8exsagtgWwAk3XThfkKZ9cOudBuCa-4f70JkWgnxM9pfzWA15UQR2G1fKgPvcVnW4v8fQ9xfQq5tpouxZT41k8wT5M7gqRfzxYBgt3AfSw17inHTEcxK0x252dbxPS-tSkUDf3rZrkgjXgCA_QHUoc6622MAYiU4QlS4nFKAhRc9hyqU2_nAdrETqAgyjCGYMezjbtjSQU3JhAK1hIdzZ9UCKx1oTLLLCUuR3FnM7BxFub4K0wblZ44N5XM9BQS1rgefnlI52l-Vqy4MidMGTUnOwoXwyXQHiD3tdxO2IAAxFjMyHSPFGfJ58CL1GJRl-Z_IllmVrtt5CMuahsAB2Z2rZrS2Q0&placement=listing_profile&cs_user=unknown&cs_session=8da2003d3a0b58ffb3c3d2226ca65e4b90c1d287"
859 N Colony Rd,Wallingford,US,41.48,-72.81164,Popeyes Louisiana Kitchen,4,06492-2410,CT,http://popeyes.com
Between 8th And 9th St,Camp Pendleton,US,33.22371463,-117.3949174,Sonic Drive-in (trailer),2,92055,CA,http://sonicdrivein.com
100 Terrace Dr,Blytheville,US,35.95848,-89.96515,Sonic Drive-In,4,72315,AR,"https://locations.sonicdrivein.com/ar/blytheville/100-terrace-dr.html,https://locations.sonicdrivein.com/ar/blytheville/100-terrace-drive.html,http://sonicdrivein.com"
3460 150th St W,Rosemount,US,44.7317,-93.1355,Burger King,2,55068,MN,http://www.bk.com
170 Tom Hill Sr Blvd,Macon,US,32.898942,-83.689293,Taco Bell,3,31210,GA,"http://www.tacobell.com,https://locations.tacobell.com/ga/macon/170-tom-hill-sr--blvd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=003978andutm_content=website,https://locations.tacobell.com/ga/macon/170-tom-hill-sr--blvd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=003978&utm_content=website"
5386 Cherry Ave,Long Beach,US,33.853981,-118.167599,El Pollo Loco,3,90805,CA,"http://elpolloloco.com/,http://elpolloloco.com"
1600 Wesel Blvd,Hagerstown,US,39.631983,-77.761166,Taco Bell,2,21740,MD,"http://www.tacobell.com,https://locations.tacobell.com/md/hagerstown/1600-wesel-blvd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=005141andutm_content=website,https://locations.tacobell.com/md/hagerstown/1600-wesel-blvd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=005141&utm_content=website"
105 Wadsworth Blvd,Denver,US,39.71852,-105.08159,Pizza Hut,5,80226,CO,http://www.pizzahut.com
1238 N Ferdon Blvd,Crestview,US,30.78822,-86.558846,Krystal,5,32536,FL,"http://www.krystal.com,http://krystal.com"
9651 Menaul Blvd NE,Albuquerque,US,35.109016,-106.5338,Wienerschnitzel,4,87112,NM,http://www.wienerschnitzel.com
5445 East Fwy,Houston,US,29.77474,-95.31601,Subway,2,77020,TX,http://subway.com/
2522 E University Ave,Des Moines,US,41.600544,-93.569756,Aw Restaurant,3,50317,IA,
820 Gardens Blvd,Charlottesville,US,38.084589,-78.470496,Taco Bell,4,22901,VA,"http://www.tacobell.com,https://locations.tacobell.com/va/charlottesville/820-gardens-blvd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=004236andutm_content=website"
2013 5th Ave,Huntington,US,38.423039,-82.422291,Steak Escape,5,25703,WV,http://www.steakescape.com
3130 Interstate Highway 30,Greenville,US,33.0953,-96.11393,Chick-fil-A,3,75402-7208,TX,http://www.chick-fil-a.com/greenville
324 S Highway 24,Heyburn,US,42.57289513,-113.7302443,A&w,2,83336,ID,http://awrestaurants.com
4415 Western Ave,Knoxville,US,35.97303742,-83.98506224,KFC,2,37921,TN,"http://www.kfc.com,http://kfc.com"
90 Main St,Toledo,US,41.648817,-83.52379,McDonald's,4,43605,OH,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
924 Pleasant Grove Blvd,Roseville,US,38.782932,-121.286869,Wendy's,4,95678,CA,http://www.wendys.com
500 W Madison St,Chicago,US,41.881876,-87.639713,Taco Bell,4,60661,IL,http://www.tacobell.com
10661 Grand Ave,Sun City,US,33.6021,-112.2896,KFC,4,85351,AZ,"http://www.kfc.com,http://www.kfc.com/,http://kfc.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJJ43UFWpzQ2C3roCl0r9Iyq31oZ2-C9JZ21l6eXp7h7oStxK798GNzNk8nkPQkgAywhyVyoziutQKtwzO8MZ55HU_q5dgz5naFlDgAPqlcDH33PmsUshB875VCqYywIpj_xrU7PIFuQqPcEpymff_kAwRBcqalR31L7nI8tiQwIqFuYgkbdWQPrP48qGdrhl1FXfyoYmvg8sNCVNHa3dPyeJ5QwvqdYiylWjDXm3lWU5aSxDBDaeu-sGiLnlkZ_DdfB6hD4JmVGvq_8KP6hIaoObERsoyuT8ujJIi9Yzm2Y0wHg6jQba4PAz6o4hKKIeUVwEa9KgXAD8GVIgK4eDvSA&placement=listing_profile&cs_user=unknown&cs_session=c3f95f7f90397a24cb01b3316d9e01149162ab05"
1515 N Bob F Griffin Rd,Cameron,US,39.752647,-94.216095,McDonald's,5,64429,MO,http://mcdonalds.com
2144 Center St,Berkeley,US,37.870507,-122.266619,Quiznos,5,94704,CA,http://quiznos.com
700 Thomaston St,Zebulon,US,33.098567,-84.34291,Subway,4,30295,GA,"http://subway.com,http://www.subway.com"
150 Goodman Rd W,Southaven,US,34.962694,-89.991199,Burger King,1,38671,MS,"http://www.bk.com,https://locations.bk.com/ms/southaven/150-goodman-rd-west.html"
20351 W Bluemound Rd,Waukesha,US,43.035534,-88.16524,KFC,4,53186,WI,http://www.kfc.com
27 Washington Ave,Portland,US,43.664435,-70.251464,7-Eleven,4,4101,ME,http://7-eleven.com/?yext=32532
1776 N Military Trl,Boca Raton,US,26.3645,-80.1227,McDonald's,1,33486,FL,http://mcdonalds.com
1931 E Oltorf St,Austin,US,30.231,-97.7352,Domino's Pizza,2,78741,TX,"https://www.dominos.com/en/?redirect=homepage,http://www.dominos.com,http://dominos.com"
2120 E Washington St,Mount Pleasant,US,40.95434,-91.50573,Quiznos,5,52641,IA,"http://restaurants.quiznos.com/ia/mountpleasant/unitybiofuelswashingtonstreet-52641,http://www.quiznos.com"
2255 Lafayette Rd,Portsmouth,US,43.035776,-70.778509,Burger King,3,3801,NH,http://www.bk.com
10271 S Eastern Ave,Henderson,US,36.00283566,-115.1099215,Five Guys,4,89052,NV,"http://fiveguys.com,http://www.fiveguys.com"
818 Rangeline,Joplin,US,37.08142499,-94.47789131,Hardee's,5,64801-5506,MO,"http://www.hardees.com,http://hardees.com"
1230 N Edgar St,Fordyce,US,33.824653,-92.426565,McDonald's,3,71742,AR,"http://mcdonalds.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJo0jZb2sbOkCrzca6FjcpZYPe6zG_8BNz4avme5LoqM5i5BT9ZCLScSdDvUGUZleo9huoZa9QWnBqDa5epPnEv0McE9ZUmDUHGB7GLSV04eAtoJOTaJD_iG8jmAhVr7KKl1UID-ltL8bALDEPjJ-79C1lXY3CIDGj38MfznH0Jr1fq3tNvh88X4oHKYCeBdOGQ3WKQYEWLyrcWWcdMRGOpZZPHMyZ37TFehSFUavk_4k9CpUeI6pRalhphNUKy-W6Twrr9BoQ4ecaUssM2KF8wDQFznls8RDvbmI3Wrb2-fiCWCuIEkJQq9JTyRNJpBiteaZX5Jd1wyyrUls1_TM7uD0CI9Lurs2O&placement=listing_profile&cs_user=unknown&cs_session=7fa1a3ebcfc54f9740fcfccd94eda85c00d7d3f8"
245 Franklin Village Dr,Franklin,US,42.09014,-71.42484,Papa Gino's,4,2038,MA,"http://www.papaginos.com,https://www.papaginos.com/?utm_source=yextandutm_medium=localandutm_campaign=listings"
61550 Southgate Rd,Cambridge,US,39.994431,-81.574721,Taco Bell,3,43725,OH,"http://www.tacobell.com,http://tacobell.com"
1 S New Jersey Tpke,Penns Grove,US,39.69794304,-75.39661112,Burger King,3,8069,NJ,http://bk.com
2404 Market St,San Diego,US,32.71158,-117.14219,Jack in the Box,1,92102,CA,"http://www.jackinthebox.com,http://jackinthebox.com/,https://www.jackinthebox.com/locations/3046"
207 W Broadway,Louisville,US,38.24625,-85.75547,McDonald's,2,40202,KY,"http://mcdonalds.com,http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
3588 Battlefield Pkwy,Fort Oglethorpe,US,34.94059,-85.218034,Wendy's,4,30742,GA,"https://locations.wendys.com/fort-oglethorpe-ga-9699,http://www.wendys.com"
3123 Colby Rd,Whitehall,US,43.409036,-86.321416,Burger King,5,49461,MI,"http://www.bk.com,https://locations.bk.com/mi/whitehall/3123-colby-rd.html,http://bk.com"
4720 Montgomery Blvd NE,Albuquerque,US,35.1306,-106.5902,Del Taco,2,87109,NM,http://deltaco.com
230 S Alvarado St,Los Angeles,US,34.062984,-118.272255,Burger King,3,90057,CA,"http://www.bk.com,http://bk.com/"
601 N Euclid St,Anaheim,US,33.84014402,-117.9420309,Jollibee,5,92801,CA,http://jollibeeusa.com
16776 E Smoky Hill Rd,Aurora,US,39.625526,-104.79186,Taco Bell,1,80015,CO,"http://www.pizzahut.com/,http://www.tacobell.com"
118 Main St,South Paris,US,44.2224,-70.50437,McDonald's,3,4281,ME,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJc46SDTxEQoTeOpl-hbaYQpkZW9k3uCOtkNdA9UHNPb61Jb5cg6d8DW3Qzi2dbF_eSz2w3XAMmNY9mzRoXoBX2Qbfz5-CQTbhBvN9AvvUydgGMTXTJmtTCqMNmq3W7bsqtfqOd-bQI3E3RWNq_sC_3SQpmgEXzriPonK662FFlWhaXkJoN7lsHTG7eV6hI7Za25Qz1xUvGA9J7_bxpuK_ri364HRYd5_pgCCQ8l57fJ90YOPIKY2rUw9_JnVVJwyOytHNIRfo0LdjAQLJH3gMb8vESGV76hHAMd3cjgM-Hee4tay8nff99v_D9RP6D1wt0nL1G53Vs7oez-fj2ZLhdzBeUhPkdFCy&placement=listing_profile&cs_user=unknown&cs_session=79e8f352d65c0e3f35bc3b35d7e439f678f147d7"
1990 S 4th St,El Centro,US,32.77629906,-115.5528398,McDonald's,5,92243,CA,http://www.mcdonalds.com
3847 Highway 138 SE,Stockbridge,US,33.55427,-84.26553,Wendy's,1,30281,GA,http://www.wendys.com
1622 N Us Highway 1,Ormond Beach,US,29.33677,-81.132856,Burger King,4,32174,FL,http://www.bk.com
1095 SR 28,Milford,US,39.19495725,-84.23634251,Steak 'n Shake,5,45150,OH,http://www.steaknshake.com/locations/23769-steak-n-shake-sr-28-milford
